Date,Province,New_Cases,Total_Cases,Growth_Factor_of_New_Cases,New_Deaths,Total_Deaths,Growth_Factor_of_New_Deaths,New_Recovered,Total_Recovered,New_Active_Cases,Total_Active_Cases,Vaccinated,Vaccinated_Cumulative,Fully_Vaccinated,Fully_Vaccinated_Cumulative
2022-08-18,DKI Jakarta,2060,1371533,0.86,2,15435,0.5,2418,1336640,-360,19458,895,12658726,1012,10778833
2022-08-19,DKI Jakarta,2217,1373750,1.08,5,15440,2.5,2288,1338928,-76,19382,1000,12659726,1113,10779946
2022-08-20,DKI Jakarta,2324,1376074,1.05,3,15443,0.6,2258,1341186,63,19445,433,12660159,397,10780343
2022-08-21,DKI Jakarta,1897,1377971,0.82,4,15447,1.33,2719,1343905,-826,18619,224,12660383,186,10780529
2022-08-22,DKI Jakarta,1546,1379517,0.81,4,15451,1,2299,1346204,-757,17862,956,12661339,1133,10781662
2022-08-23,DKI Jakarta,1470,1380987,0.95,3,15454,0.75,1852,1348056,-385,17477,888,12662227,1040,10782702
2022-08-24,DKI Jakarta,2217,1383204,1.51,3,15457,1,1899,1349955,315,17792,855,12663082,980,10783682
2022-08-25,DKI Jakarta,2483,1385687,1.12,4,15461,1.33,3081,1353036,-602,17190,977,12664059,1076,10784758
2022-08-26,DKI Jakarta,1888,1387575,0.76,3,15464,0.75,3100,1356136,-1215,15975,856,12664915,1119,10785877
2022-08-27,DKI Jakarta,1912,1389487,1.01,2,15466,0.67,713,1356849,1197,17172,480,12665395,475,10786352
2022-08-28,DKI Jakarta,1489,1390976,0.78,2,15468,1,2737,1359586,-1250,15922,384,12665779,303,10786655
2022-08-29,DKI Jakarta,1216,1392192,0.82,4,15472,2,1797,1361383,-585,15337,1040,12666819,1183,10787838
2022-08-30,DKI Jakarta,1717,1393909,1.41,2,15474,0.5,2000,1363383,-285,15052,991,12667810,1058,10788896
2022-08-31,DKI Jakarta,1931,1395840,1.12,3,15477,1.5,1537,1364920,391,15443,1019,12668829,936,10789832
2022-09-01,DKI Jakarta,1702,1397542,0.88,4,15481,1.33,1774,1366694,-76,15367,772,12669601,778,10790610
2022-09-02,DKI Jakarta,1500,1399042,0.88,3,15484,0.75,2199,1368893,-702,14665,912,12670513,1016,10791626
2022-09-03,DKI Jakarta,1506,1400548,1,4,15488,1.33,2215,1371108,-713,13952,399,12670912,299,10791925
2022-09-04,DKI Jakarta,1257,1401805,0.83,3,15491,0.75,1673,1372781,-419,13533,273,12671185,153,10792078
2022-09-05,DKI Jakarta,992,1402797,0.79,4,15495,1.33,1899,1374680,-911,12622,905,12672090,935,10793013
2022-09-06,DKI Jakarta,1387,1404184,1.4,3,15498,0.75,1418,1376098,-34,12588,842,12672932,870,10793883
2022-09-07,DKI Jakarta,1486,1405670,1.07,4,15502,1.33,1322,1377420,160,12748,673,12673605,615,10794498
2022-09-08,DKI Jakarta,1318,1406988,0.89,1,15503,0.25,1783,1379203,-466,12282,583,12674188,659,10795157
2022-09-09,DKI Jakarta,1166,1408154,0.88,2,15505,2,2146,1381349,-982,11300,747,12674935,862,10796019
2022-09-10,DKI Jakarta,1125,1409279,0.96,1,15506,0.5,1612,1382961,-488,10812,259,12675194,289,10796308
2022-09-11,DKI Jakarta,855,1410134,0.76,3,15509,3,1429,1384390,-577,10235,180,12675374,147,10796455
2022-09-12,DKI Jakarta,17,1410151,0.02,3,15512,1,1350,1385740,-1336,8899,636,12676010,737,10797192
2022-09-13,DKI Jakarta,16,1410167,0.94,0,15512,0,313,1386053,-297,8602,614,12676624,719,10797911
2022-09-14,DKI Jakarta,1228,1411395,76.75,1,15513,,23,1386076,1204,9806,518,12677142,554,10798465
2022-09-15,DKI Jakarta,1116,1412511,0.91,0,15513,0,58,1386134,1058,10864,464,12677606,696,10799161
2020-03-16,Daerah Istimewa Yogyakarta,1,1,,0,0,,0,2,1,-1,,,,
2020-03-17,Daerah Istimewa Yogyakarta,0,1,0,0,0,1,0,2,0,-1,,,,
2020-03-18,Daerah Istimewa Yogyakarta,0,1,1,0,0,1,0,2,0,-1,,,,
2020-03-19,Daerah Istimewa Yogyakarta,0,1,1,0,0,1,0,2,0,-1,,,,
2020-03-20,Daerah Istimewa Yogyakarta,1,2,,0,0,1,1,3,0,-1,,,,
2020-03-21,Daerah Istimewa Yogyakarta,0,2,0,0,0,1,0,3,0,-1,,,,
2020-03-22,Daerah Istimewa Yogyakarta,0,2,1,0,0,1,0,3,0,-1,,,,
2020-03-23,Daerah Istimewa Yogyakarta,0,2,1,1,1,,0,3,-1,-2,,,,
2020-03-24,Daerah Istimewa Yogyakarta,0,2,1,0,1,0,0,3,0,-2,,,,
2020-03-25,Daerah Istimewa Yogyakarta,1,3,,1,2,,0,3,0,-2,,,,
2020-03-26,Daerah Istimewa Yogyakarta,0,3,0,0,2,0,0,3,0,-2,,,,
2020-03-27,Daerah Istimewa Yogyakarta,1,4,,0,2,1,0,3,1,-1,,,,
2020-03-28,Daerah Istimewa Yogyakarta,0,4,0,0,2,1,0,3,0,-1,,,,
2020-03-29,Daerah Istimewa Yogyakarta,0,4,1,0,2,1,0,3,0,-1,,,,
2020-03-30,Daerah Istimewa Yogyakarta,2,6,,0,2,1,1,4,1,0,,,,
2020-03-31,Daerah Istimewa Yogyakarta,5,11,2.5,0,2,1,0,4,5,5,,,,
2020-04-01,Daerah Istimewa Yogyakarta,6,17,1.2,0,2,1,1,5,5,10,,,,
2020-04-02,Daerah Istimewa Yogyakarta,0,17,0,1,3,,0,5,-1,9,,,,
2020-04-03,Daerah Istimewa Yogyakarta,0,17,1,0,3,0,0,5,0,9,,,,
2020-04-04,Daerah Istimewa Yogyakarta,5,22,,0,3,1,0,5,5,14,,,,
2020-04-05,Daerah Istimewa Yogyakarta,1,23,0.2,0,3,1,0,5,1,15,,,,
2020-04-06,Daerah Istimewa Yogyakarta,3,26,3,0,3,1,1,6,2,17,,,,
2020-04-07,Daerah Istimewa Yogyakarta,1,27,0.33,0,3,1,0,6,1,18,,,,
2020-04-08,Daerah Istimewa Yogyakarta,4,31,4,3,6,,3,9,-2,16,,,,
2020-04-09,Daerah Istimewa Yogyakarta,3,34,0.75,0,6,0,3,12,0,16,,,,
2020-04-10,Daerah Istimewa Yogyakarta,3,37,1,0,6,1,3,15,0,16,,,,
2020-04-11,Daerah Istimewa Yogyakarta,0,37,0,0,6,1,0,15,0,16,,,,
2020-04-12,Daerah Istimewa Yogyakarta,1,38,,0,6,1,5,20,-4,12,,,,
2020-04-13,Daerah Istimewa Yogyakarta,16,54,16,0,6,1,0,20,16,28,,,,
2020-04-14,Daerah Istimewa Yogyakarta,5,59,0.31,0,6,1,4,24,1,29,,,,
2020-04-15,Daerah Istimewa Yogyakarta,1,60,0.2,0,6,1,0,24,1,30,,,,
2020-04-16,Daerah Istimewa Yogyakarta,1,61,1,0,6,1,0,24,1,31,,,,
2020-04-17,Daerah Istimewa Yogyakarta,1,62,1,1,7,,3,27,-3,28,,,,
2020-04-18,Daerah Istimewa Yogyakarta,3,65,3,0,7,0,2,29,1,29,,,,
2020-04-19,Daerah Istimewa Yogyakarta,1,66,0.33,0,7,1,1,30,0,29,,,,
2020-04-20,Daerah Istimewa Yogyakarta,2,68,2,0,7,1,0,30,2,31,,,,
2020-04-21,Daerah Istimewa Yogyakarta,3,71,1.5,0,7,1,3,33,0,31,,,,
2020-04-22,Daerah Istimewa Yogyakarta,3,74,1,0,7,1,5,38,-2,29,,,,
2020-04-23,Daerah Istimewa Yogyakarta,1,75,0.33,0,7,1,1,39,0,29,,,,
2020-04-24,Daerah Istimewa Yogyakarta,1,76,1,0,7,1,0,39,1,30,,,,
2020-04-25,Daerah Istimewa Yogyakarta,2,78,2,0,7,1,0,39,2,32,,,,
2020-04-26,Daerah Istimewa Yogyakarta,3,81,1.5,0,7,1,0,39,3,35,,,,
2020-04-27,Daerah Istimewa Yogyakarta,1,82,0.33,0,7,1,2,41,-1,34,,,,
2020-04-28,Daerah Istimewa Yogyakarta,10,92,10,0,7,1,1,42,9,43,,,,
2020-04-29,Daerah Istimewa Yogyakarta,1,93,0.1,0,7,1,3,45,-2,41,,,,
2020-04-30,Daerah Istimewa Yogyakarta,1,94,1,0,7,1,0,45,1,42,,,,
2020-05-01,Daerah Istimewa Yogyakarta,9,103,9,0,7,1,5,50,4,46,,,,
2020-05-02,Daerah Istimewa Yogyakarta,10,113,1.11,0,7,1,0,50,10,56,,,,
2020-05-03,Daerah Istimewa Yogyakarta,1,114,0.1,0,7,1,0,50,1,57,,,,
2020-05-04,Daerah Istimewa Yogyakarta,0,114,0,0,7,1,4,54,-4,53,,,,
2020-05-05,Daerah Istimewa Yogyakarta,6,120,,0,7,1,1,55,5,58,,,,
2020-05-06,Daerah Istimewa Yogyakarta,1,121,0.17,0,7,1,5,60,-4,54,,,,
2020-05-07,Daerah Istimewa Yogyakarta,15,136,15,0,7,1,1,61,14,68,,,,
2020-05-08,Daerah Istimewa Yogyakarta,6,142,0.4,0,7,1,0,61,6,74,,,,
2020-05-09,Daerah Istimewa Yogyakarta,3,145,0.5,0,7,1,2,63,1,75,,,,
2020-05-10,Daerah Istimewa Yogyakarta,7,152,2.33,0,7,1,0,63,7,82,,,,
2020-05-11,Daerah Istimewa Yogyakarta,6,158,0.86,1,8,,6,69,-1,81,,,,
2020-05-12,Daerah Istimewa Yogyakarta,10,168,1.67,0,8,0,0,69,10,91,,,,
2020-05-13,Daerah Istimewa Yogyakarta,12,180,1.2,0,8,1,1,70,11,102,,,,
2020-05-14,Daerah Istimewa Yogyakarta,4,184,0.33,0,8,1,7,77,-3,99,,,,
2020-05-15,Daerah Istimewa Yogyakarta,3,187,0.75,0,8,1,12,89,-9,90,,,,
2020-05-16,Daerah Istimewa Yogyakarta,6,193,2,0,8,1,1,90,5,95,,,,
2020-05-17,Daerah Istimewa Yogyakarta,5,198,0.83,0,8,1,3,93,2,97,,,,
2020-05-18,Daerah Istimewa Yogyakarta,1,199,0.2,0,8,1,3,96,-2,95,,,,
2020-05-19,Daerah Istimewa Yogyakarta,7,206,7,0,8,1,12,108,-5,90,,,,
2020-05-20,Daerah Istimewa Yogyakarta,2,208,0.29,0,8,1,8,116,-6,84,,,,
2020-05-21,Daerah Istimewa Yogyakarta,6,214,3,0,8,1,7,123,-1,83,,,,
2020-05-22,Daerah Istimewa Yogyakarta,5,219,0.83,0,8,1,2,125,3,86,,,,
2020-05-23,Daerah Istimewa Yogyakarta,5,224,1,0,8,1,6,131,-1,85,,,,
2020-05-24,Daerah Istimewa Yogyakarta,1,225,0.2,0,8,1,4,135,-3,82,,,,
2020-05-25,Daerah Istimewa Yogyakarta,0,225,0,0,8,1,1,136,-1,81,,,,
2020-05-26,Daerah Istimewa Yogyakarta,0,225,1,0,8,1,4,140,-4,77,,,,
2020-05-27,Daerah Istimewa Yogyakarta,2,227,,0,8,1,9,149,-7,70,,,,
2020-05-28,Daerah Istimewa Yogyakarta,0,227,0,0,8,1,8,157,-8,62,,,,
2020-05-29,Daerah Istimewa Yogyakarta,2,229,,0,8,1,6,163,-4,58,,,,
2020-05-30,Daerah Istimewa Yogyakarta,3,232,1.5,0,8,1,1,164,2,60,,,,
2020-05-31,Daerah Istimewa Yogyakarta,3,235,1,0,8,1,7,171,-4,56,,,,
2020-06-01,Daerah Istimewa Yogyakarta,1,236,0.33,0,8,1,0,171,1,57,,,,
2020-06-02,Daerah Istimewa Yogyakarta,0,236,0,0,8,1,1,172,-1,56,,,,
2020-06-03,Daerah Istimewa Yogyakarta,0,236,1,0,8,1,1,173,-1,55,,,,
2020-06-04,Daerah Istimewa Yogyakarta,0,236,1,0,8,1,3,176,-3,52,,,,
2020-06-05,Daerah Istimewa Yogyakarta,1,237,,0,8,1,6,182,-5,47,,,,
2020-06-06,Daerah Istimewa Yogyakarta,4,241,4,0,8,1,5,187,-1,46,,,,
2020-06-07,Daerah Istimewa Yogyakarta,2,243,0.5,0,8,1,2,189,0,46,,,,
2020-06-08,Daerah Istimewa Yogyakarta,3,246,1.5,0,8,1,7,196,-4,42,,,,
2020-06-09,Daerah Istimewa Yogyakarta,2,248,0.67,0,8,1,0,196,2,44,,,,
2020-06-10,Daerah Istimewa Yogyakarta,1,249,0.5,0,8,1,1,197,0,44,,,,
2020-06-11,Daerah Istimewa Yogyakarta,2,251,2,0,8,1,5,202,-3,41,,,,
2020-06-12,Daerah Istimewa Yogyakarta,10,261,5,0,8,1,5,207,5,46,,,,
2020-06-13,Daerah Istimewa Yogyakarta,2,263,0.2,0,8,1,6,213,-4,42,,,,
2020-06-14,Daerah Istimewa Yogyakarta,5,268,2.5,0,8,1,1,214,4,46,,,,
2020-06-15,Daerah Istimewa Yogyakarta,3,271,0.6,0,8,1,2,216,1,47,,,,
2020-06-16,Daerah Istimewa Yogyakarta,1,272,0.33,0,8,1,4,220,-3,44,,,,
2020-06-17,Daerah Istimewa Yogyakarta,3,275,3,0,8,1,2,222,1,45,,,,
2020-06-18,Daerah Istimewa Yogyakarta,0,275,0,0,8,1,7,229,-7,38,,,,
2020-06-19,Daerah Istimewa Yogyakarta,1,276,,0,8,1,4,233,-3,35,,,,
2020-06-20,Daerah Istimewa Yogyakarta,8,284,8,0,8,1,0,233,8,43,,,,
2020-06-21,Daerah Istimewa Yogyakarta,3,287,0.38,0,8,1,7,240,-4,39,,,,
2020-06-22,Daerah Istimewa Yogyakarta,0,287,0,0,8,1,0,240,0,39,,,,
2020-06-23,Daerah Istimewa Yogyakarta,3,290,,0,8,1,5,245,-2,37,,,,
2020-06-24,Daerah Istimewa Yogyakarta,1,291,0.33,0,8,1,13,258,-12,25,,,,
2020-06-25,Daerah Istimewa Yogyakarta,7,298,7,0,8,1,3,261,4,29,,,,
2020-06-26,Daerah Istimewa Yogyakarta,3,301,0.43,0,8,1,3,264,0,29,,,,
2020-06-27,Daerah Istimewa Yogyakarta,2,303,0.67,0,8,1,1,265,1,30,,,,
2020-06-28,Daerah Istimewa Yogyakarta,2,305,1,0,8,1,1,266,1,31,,,,
2020-06-29,Daerah Istimewa Yogyakarta,0,305,0,0,8,1,1,267,-1,30,,,,
2020-06-30,Daerah Istimewa Yogyakarta,7,312,,0,8,1,1,268,6,36,,,,
2020-07-01,Daerah Istimewa Yogyakarta,1,313,0.14,0,8,1,3,271,-2,34,,,,
2020-07-02,Daerah Istimewa Yogyakarta,6,319,6,1,9,,4,275,1,35,,,,
2020-07-03,Daerah Istimewa Yogyakarta,4,323,0.67,0,9,0,3,278,1,36,,,,
2020-07-04,Daerah Istimewa Yogyakarta,1,324,0.25,0,9,1,1,279,0,36,,,,
2020-07-05,Daerah Istimewa Yogyakarta,6,330,6,0,9,1,0,279,6,42,,,,
2020-07-06,Daerah Istimewa Yogyakarta,8,338,1.33,0,9,1,5,284,3,45,,,,
2020-07-07,Daerah Istimewa Yogyakarta,7,345,0.88,0,9,1,3,287,4,49,,,,
2020-07-08,Daerah Istimewa Yogyakarta,3,348,0.43,1,10,,1,288,1,50,,,,
2020-07-09,Daerah Istimewa Yogyakarta,7,355,2.33,0,10,0,4,292,3,53,,,,
2020-07-10,Daerah Istimewa Yogyakarta,7,362,1,0,10,1,3,295,4,57,,,,
2020-07-11,Daerah Istimewa Yogyakarta,7,369,1,0,10,1,1,296,6,63,,,,
2020-07-12,Daerah Istimewa Yogyakarta,1,370,0.14,0,10,1,3,299,-2,61,,,,
2020-07-13,Daerah Istimewa Yogyakarta,8,378,8,0,10,1,8,307,0,61,,,,
2020-07-14,Daerah Istimewa Yogyakarta,8,386,1,1,11,,5,312,2,63,,,,
2020-07-15,Daerah Istimewa Yogyakarta,9,395,1.13,0,11,0,3,315,6,69,,,,
2020-07-16,Daerah Istimewa Yogyakarta,8,403,0.89,0,11,1,0,315,8,77,,,,
2020-07-17,Daerah Istimewa Yogyakarta,4,407,0.5,0,11,1,2,317,2,79,,,,
2020-07-18,Daerah Istimewa Yogyakarta,8,415,2,0,11,1,8,325,0,79,,,,
2020-07-19,Daerah Istimewa Yogyakarta,15,430,1.88,1,12,,0,325,14,93,,,,
2020-07-20,Daerah Istimewa Yogyakarta,6,436,0.4,1,13,1,3,328,2,95,,,,
2020-07-21,Daerah Istimewa Yogyakarta,28,464,4.67,1,14,1,3,331,24,119,,,,
2020-07-22,Daerah Istimewa Yogyakarta,21,485,0.75,2,16,2,1,332,18,137,,,,
2020-07-23,Daerah Istimewa Yogyakarta,10,495,0.48,0,16,0,4,336,6,143,,,,
2020-07-24,Daerah Istimewa Yogyakarta,23,518,2.3,1,17,,6,342,16,159,,,,
2020-07-25,Daerah Istimewa Yogyakarta,17,535,0.74,1,18,1,6,348,10,169,,,,
2020-07-26,Daerah Istimewa Yogyakarta,7,542,0.41,1,19,1,0,348,6,175,,,,
2020-07-27,Daerah Istimewa Yogyakarta,15,557,2.14,0,19,0,4,352,11,186,,,,
2020-07-28,Daerah Istimewa Yogyakarta,14,571,0.93,1,20,,5,357,8,194,,,,
2020-07-29,Daerah Istimewa Yogyakarta,15,586,1.07,0,20,0,12,369,3,197,,,,
2020-07-30,Daerah Istimewa Yogyakarta,23,609,1.53,0,20,1,14,383,9,206,,,,
2020-07-31,Daerah Istimewa Yogyakarta,64,673,2.78,0,20,1,17,400,47,253,,,,
2020-08-01,Daerah Istimewa Yogyakarta,67,740,1.05,1,21,,11,411,55,308,,,,
2020-08-02,Daerah Istimewa Yogyakarta,19,759,0.28,0,21,0,10,421,9,317,,,,
2020-08-03,Daerah Istimewa Yogyakarta,12,771,0.63,0,21,1,13,434,-1,316,,,,
2020-08-04,Daerah Istimewa Yogyakarta,12,783,1,0,21,1,14,448,-2,314,,,,
2020-08-05,Daerah Istimewa Yogyakarta,17,800,1.42,0,21,1,29,477,-12,302,,,,
2020-08-06,Daerah Istimewa Yogyakarta,18,818,1.06,0,21,1,20,497,-2,300,,,,
2020-08-07,Daerah Istimewa Yogyakarta,19,837,1.06,0,21,1,29,526,-10,290,,,,
2020-08-08,Daerah Istimewa Yogyakarta,16,853,0.84,2,23,,27,553,-13,277,,,,
2020-08-09,Daerah Istimewa Yogyakarta,8,861,0.5,1,24,0.5,18,571,-11,266,,,,
2020-08-10,Daerah Istimewa Yogyakarta,14,875,1.75,1,25,1,23,594,-10,256,,,,
2020-08-11,Daerah Istimewa Yogyakarta,4,879,0.29,0,25,0,16,610,-12,244,,,,
2020-08-12,Daerah Istimewa Yogyakarta,20,899,5,1,26,,25,635,-6,238,,,,
2020-08-13,Daerah Istimewa Yogyakarta,11,910,0.55,0,26,0,13,648,-2,236,,,,
2020-08-14,Daerah Istimewa Yogyakarta,35,945,3.18,2,28,,12,660,21,257,,,,
2020-08-15,Daerah Istimewa Yogyakarta,46,991,1.31,0,28,0,4,664,42,299,,,,
2020-08-16,Daerah Istimewa Yogyakarta,33,1024,0.72,0,28,1,13,677,20,319,,,,
2020-08-17,Daerah Istimewa Yogyakarta,16,1040,0.48,0,28,1,7,684,9,328,,,,
2020-08-18,Daerah Istimewa Yogyakarta,18,1058,1.13,1,29,,13,697,4,332,,,,
2020-08-19,Daerah Istimewa Yogyakarta,31,1089,1.72,0,29,0,18,715,13,345,,,,
2020-08-20,Daerah Istimewa Yogyakarta,48,1137,1.55,2,31,,52,767,-6,339,,,,
2020-08-21,Daerah Istimewa Yogyakarta,25,1162,0.52,1,32,0.5,28,795,-4,335,,,,
2020-08-22,Daerah Istimewa Yogyakarta,15,1177,0.6,1,33,1,15,810,-1,334,,,,
2020-08-23,Daerah Istimewa Yogyakarta,15,1192,1,0,33,0,18,828,-3,331,,,,
2020-08-24,Daerah Istimewa Yogyakarta,14,1206,0.93,1,34,,20,848,-7,324,,,,
2020-08-25,Daerah Istimewa Yogyakarta,42,1248,3,0,34,0,11,859,31,355,,,,
2020-08-26,Daerah Istimewa Yogyakarta,16,1264,0.38,2,36,,35,894,-21,334,,,,
2020-08-27,Daerah Istimewa Yogyakarta,42,1306,2.63,0,36,0,31,925,11,345,,,,
2020-08-28,Daerah Istimewa Yogyakarta,20,1326,0.48,0,36,1,24,949,-4,341,,,,
2020-08-29,Daerah Istimewa Yogyakarta,47,1373,2.35,1,37,,21,970,25,366,,,,
2020-08-30,Daerah Istimewa Yogyakarta,24,1397,0.51,0,37,0,8,978,16,382,,,,
2020-08-31,Daerah Istimewa Yogyakarta,28,1425,1.17,2,39,,50,1028,-24,358,,,,
2020-09-01,Daerah Istimewa Yogyakarta,20,1445,0.71,0,39,0,10,1038,10,368,,,,
2020-09-02,Daerah Istimewa Yogyakarta,29,1474,1.45,2,41,,25,1063,2,370,,,,
2020-09-03,Daerah Istimewa Yogyakarta,33,1507,1.14,2,43,1,14,1077,17,387,,,,
2020-09-04,Daerah Istimewa Yogyakarta,18,1525,0.55,1,44,0.5,21,1098,-4,383,,,,
2020-09-05,Daerah Istimewa Yogyakarta,21,1546,1.17,1,45,1,20,1118,0,383,,,,
2020-09-06,Daerah Istimewa Yogyakarta,11,1557,0.52,1,46,1,41,1159,-31,352,,,,
2020-09-07,Daerah Istimewa Yogyakarta,14,1571,1.27,0,46,0,32,1191,-18,334,,,,
2020-09-08,Daerah Istimewa Yogyakarta,24,1595,1.71,1,47,,27,1218,-4,330,,,,
2020-09-09,Daerah Istimewa Yogyakarta,50,1645,2.08,1,48,1,52,1270,-3,327,,,,
2020-09-10,Daerah Istimewa Yogyakarta,50,1695,1,1,49,1,30,1300,19,346,,,,
2020-09-11,Daerah Istimewa Yogyakarta,49,1744,0.98,1,50,1,15,1315,33,379,,,,
2020-09-12,Daerah Istimewa Yogyakarta,43,1787,0.88,0,50,0,12,1327,31,410,,,,
2020-09-13,Daerah Istimewa Yogyakarta,49,1836,1.14,2,52,,7,1334,40,450,,,,
2020-09-14,Daerah Istimewa Yogyakarta,33,1869,0.67,1,53,0.5,23,1357,9,459,,,,
2020-09-15,Daerah Istimewa Yogyakarta,26,1895,0.79,0,53,0,15,1372,11,470,,,,
2020-09-16,Daerah Istimewa Yogyakarta,48,1943,1.85,0,53,1,50,1422,-2,468,,,,
2020-09-17,Daerah Istimewa Yogyakarta,41,1984,0.85,0,53,1,20,1442,21,489,,,,
2020-09-18,Daerah Istimewa Yogyakarta,53,2037,1.29,0,53,1,31,1473,22,511,,,,
2020-09-19,Daerah Istimewa Yogyakarta,74,2111,1.4,1,54,,20,1493,53,564,,,,
2020-09-20,Daerah Istimewa Yogyakarta,70,2181,0.95,4,58,4,15,1508,51,615,,,,
2020-09-21,Daerah Istimewa Yogyakarta,64,2245,0.91,2,60,0.5,37,1545,25,640,,,,
2020-09-22,Daerah Istimewa Yogyakarta,67,2312,1.05,0,60,0,35,1580,32,672,,,,
2020-09-23,Daerah Istimewa Yogyakarta,63,2375,0.94,1,61,,56,1636,6,678,,,,
2020-09-24,Daerah Istimewa Yogyakarta,22,2397,0.35,3,64,3,18,1654,1,679,,,,
2020-09-25,Daerah Istimewa Yogyakarta,61,2458,2.77,0,64,0,25,1679,36,715,,,,
2020-09-26,Daerah Istimewa Yogyakarta,41,2499,0.67,0,64,1,40,1719,1,716,,,,
2020-09-27,Daerah Istimewa Yogyakarta,20,2519,0.49,1,65,,26,1745,-7,709,,,,
2020-09-28,Daerah Istimewa Yogyakarta,39,2558,1.95,0,65,0,53,1798,-14,695,,,,
2020-09-29,Daerah Istimewa Yogyakarta,49,2607,1.26,2,67,,59,1857,-12,683,,,,
2020-09-30,Daerah Istimewa Yogyakarta,36,2643,0.73,0,67,0,29,1886,7,690,,,,
2020-10-01,Daerah Istimewa Yogyakarta,37,2680,1.03,2,69,,49,1935,-14,676,,,,
2020-10-02,Daerah Istimewa Yogyakarta,20,2700,0.54,4,73,2,23,1958,-7,669,,,,
2020-10-03,Daerah Istimewa Yogyakarta,72,2772,3.6,1,74,0.25,19,1977,52,721,,,,
2020-10-04,Daerah Istimewa Yogyakarta,19,2791,0.26,1,75,1,70,2047,-52,669,,,,
2020-10-05,Daerah Istimewa Yogyakarta,22,2813,1.16,0,75,0,76,2123,-54,615,,,,
2020-10-06,Daerah Istimewa Yogyakarta,20,2833,0.91,0,75,1,40,2163,-20,595,,,,
2020-10-07,Daerah Istimewa Yogyakarta,20,2853,1,0,75,1,20,2183,0,595,,,,
2020-10-08,Daerah Istimewa Yogyakarta,51,2904,2.55,1,76,,9,2192,41,636,,,,
2020-10-09,Daerah Istimewa Yogyakarta,56,2960,1.1,2,78,2,31,2223,23,659,,,,
2020-10-10,Daerah Istimewa Yogyakarta,69,3029,1.23,0,78,0,13,2236,56,715,,,,
2020-10-11,Daerah Istimewa Yogyakarta,35,3064,0.51,1,79,,37,2273,-3,712,,,,
2020-10-12,Daerah Istimewa Yogyakarta,43,3107,1.23,1,80,1,83,2356,-41,671,,,,
2020-10-13,Daerah Istimewa Yogyakarta,38,3145,0.88,1,81,1,39,2395,-2,669,,,,
2020-10-14,Daerah Istimewa Yogyakarta,26,3171,0.68,2,83,2,20,2415,4,673,,,,
2020-10-15,Daerah Istimewa Yogyakarta,45,3216,1.73,2,85,1,55,2470,-12,661,,,,
2020-10-16,Daerah Istimewa Yogyakarta,45,3261,1,0,85,0,32,2502,13,674,,,,
2020-10-17,Daerah Istimewa Yogyakarta,24,3285,0.53,0,85,1,48,2550,-24,650,,,,
2020-10-18,Daerah Istimewa Yogyakarta,40,3325,1.67,1,86,,64,2614,-25,625,,,,
2020-10-19,Daerah Istimewa Yogyakarta,18,3343,0.45,0,86,0,75,2689,-57,568,,,,
2020-10-20,Daerah Istimewa Yogyakarta,13,3356,0.72,0,86,1,51,2740,-38,530,,,,
2020-10-21,Daerah Istimewa Yogyakarta,33,3389,2.54,2,88,,20,2760,11,541,,,,
2020-10-22,Daerah Istimewa Yogyakarta,45,3434,1.36,0,88,0,19,2779,26,567,,,,
2020-10-23,Daerah Istimewa Yogyakarta,28,3462,0.62,0,88,1,25,2804,3,570,,,,
2020-10-24,Daerah Istimewa Yogyakarta,44,3506,1.57,0,88,1,36,2840,8,578,,,,
2020-10-25,Daerah Istimewa Yogyakarta,44,3550,1,0,88,1,68,2908,-24,554,,,,
2020-10-26,Daerah Istimewa Yogyakarta,26,3576,0.59,0,88,1,29,2937,-3,551,,,,
2020-10-27,Daerah Istimewa Yogyakarta,41,3617,1.58,1,89,,32,2969,8,559,,,,
2020-10-28,Daerah Istimewa Yogyakarta,45,3662,1.1,1,90,1,41,3010,3,562,,,,
2020-10-29,Daerah Istimewa Yogyakarta,82,3744,1.82,1,91,1,51,3061,30,592,,,,
2020-10-30,Daerah Istimewa Yogyakarta,59,3803,0.72,1,92,1,60,3121,-2,590,,,,
2020-10-31,Daerah Istimewa Yogyakarta,32,3835,0.54,1,93,1,23,3144,8,598,,,,
2020-11-01,Daerah Istimewa Yogyakarta,16,3851,0.5,0,93,0,13,3157,3,601,,,,
2020-11-02,Daerah Istimewa Yogyakarta,32,3883,2,1,94,,49,3206,-18,583,,,,
2020-11-03,Daerah Istimewa Yogyakarta,49,3932,1.53,1,95,1,22,3228,26,609,,,,
2020-11-04,Daerah Istimewa Yogyakarta,40,3972,0.82,2,97,2,47,3275,-9,600,,,,
2020-11-05,Daerah Istimewa Yogyakarta,168,4140,4.2,2,99,1,30,3305,136,736,,,,
2020-11-06,Daerah Istimewa Yogyakarta,25,4165,0.15,1,100,0.5,31,3336,-7,729,,,,
2020-11-07,Daerah Istimewa Yogyakarta,38,4203,1.52,2,102,2,48,3384,-12,717,,,,
2020-11-08,Daerah Istimewa Yogyakarta,34,4237,0.89,1,103,0.5,32,3416,1,718,,,,
2020-11-09,Daerah Istimewa Yogyakarta,32,4269,0.94,2,105,2,62,3478,-32,686,,,,
2020-11-10,Daerah Istimewa Yogyakarta,21,4290,0.66,1,106,0.5,19,3497,1,687,,,,
